brandOwner,brandName,packageWeight,serving_size_in_g,protein_in_g,fat_in_g,carbohydrate_in_g,energy_in_kcal,fiber_in_g,calcium_in_mg,iron_in_mg,sugars_added_in_g,cholesterol_in_g,milk,corn_syrup,artificial_flavor,vanilla,water,cream,dark_chocolate,palm_oil,lemon,salt,almonds,soy,coconut,pecans,hazelnuts,white_chocolate,honey,total_ingredients
"John Kelly Foods, Inc.",JOHN KELLY CHOCOLATES,227.0,28.0,7.14,32.1,53.6,500.0,3.6,71.0,5.14,46.4,36.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,29.0
"Wegmans Food Markets, Inc. ",WEGMANS,85.0,28.0,7.14,32.1,57.1,536.0,10.7,43.0,7.14,42.9,0.0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,12.0
LIDL,LIDL,174.09684350978966,40.0,7.5,37.5,42.5,575.0,10.0,100.0,3.6,37.5,12.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,7.0
"Divine Chocolate, Inc.",DIVINE,100.0,42.0,9.52,50.0,40.5,619.0,11.9,95.0,4.29,21.4,12.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,9.0
Alfred Ritter Gmbh & Co. Kg,RITTER SPORT,100.0,31.0,9.68,38.7,48.4,548.0,9.7,65.0,5.81,35.5,0.0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,7.0
Nestle USA Inc.,BACI,143.0,43.0,6.98,39.5,51.2,535.0,4.7,93.0,1.67,41.9,12.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8.0
"Ussac International, Inc.",BACI,114.0,43.0,6.98,39.5,51.2,535.0,4.7,93.0,1.67,41.9,12.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8.0
"Ussac International, Inc.",BACI PERUGINA,174.09684350978966,43.0,6.98,39.5,46.5,581.0,4.7,47.0,6.28,41.9,12.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.0
"Ussac International, Inc.",BACI,171.0,43.0,6.98,39.5,46.5,581.0,4.7,47.0,6.28,41.9,12.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.0
Alfred Ritter Gmbh & Co. Kg,RITTER SPORT,100.0,31.0,9.68,41.9,45.2,581.0,6.5,65.0,5.81,35.5,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,7.0
"Technical Knockout, Inc.",GREEN & BLACK'S,90.0,30.0,10.0,50.0,36.7,633.0,13.3,67.0,12.0,13.3,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Enstrom Candies Inc.,ENSTROM,42.5,42.0,4.76,38.1,45.2,500.0,4.8,48.0,3.43,38.1,60.0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,13.0
"Greens Plus, LLC ",GREENS+,40.0,40.0,12.5,20.0,55.0,400.0,12.5,200.0,3.5,17.5,0.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,25.0
Fairway Operating Corp.,FAIRWAY,42.5,42.5,7.06,30.6,58.8,541.0,7.1,47.0,4.24,47.1,0.0,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,9.0
Superior Nut/candy Distribut'G,JEWEL-OSCO,907.0,38.0,10.5,39.5,47.4,526.0,7.9,105.0,3.79,34.2,13.0,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,15.0
"Wegmans Food Markets, Inc. ",WEGMANS,311.0,30.0,16.7,36.7,43.3,567.0,6.7,267.0,2.4,20.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0
"Wegmans Food Markets, Inc. ",WEGMANS,283.0,42.0,7.14,33.3,54.8,533.0,4.8,48.0,6.86,40.5,7.0,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,24.0
Russell Stover Candies Inc.,RUSSELL STOVER,227.0,47.0,4.26,25.5,61.7,489.0,4.3,43.0,3.06,44.7,11.0,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False,False,False,32.0
Ghirardelli Chocolate Company,GHIRARDELLI CHOCOLATE,156.0,40.0,5.0,25.0,65.0,450.0,7.5,100.0,4.5,52.5,8.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,15.0
"CVS Pharmacy, Inc.",GOLD EMBLEM,64.0,40.0,2.5,11.2,82.5,400.0,2.5,0.0,1.8,55.0,0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,22.0
"Delhaize America, Inc.",TASTE OF INSPIRATIONS,85.0,43.0,4.65,32.6,48.8,535.0,7.0,47.0,12.6,44.2,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,8.0
Brown & Haley,ROCA THINS,150.0,40.0,2.5,35.0,57.5,525.0,5.0,30.0,5.0,50.0,25.0,True,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,21.0
"Hebert Confections, LLC",HEBERT,174.09684350978966,31.0,3.23,32.3,54.8,452.0,6.5,65.0,2.32,41.9,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,9.0
"Creative Natural Products, Inc.",CHOCOLOVE,40.0,40.0,2.5,35.0,45.0,450.0,5.0,0.0,6.75,35.0,25.0,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,20.0
Astor Chocolate Corp.,CHOCOPOLOGIE,85.0,43.0,4.65,34.9,53.5,488.0,7.0,0.0,6.28,41.9,0.0,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,38.0
NibMor Inc.,NIBMOR,28.0,28.0,3.57,35.7,57.1,500.0,7.1,71.0,0.0,46.4,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Target Stores,SIMPLY BALANCED,85.0,42.0,7.14,40.5,45.2,571.0,9.5,0.0,4.29,26.2,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.0
L'Amourette,L'AMOURETTE,100.0,40.0,5.0,37.5,50.0,625.0,5.0,25.0,3.6,27.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,6.0
Tropical Valley Foods Sa,NEXT,85.0,40.0,5.0,32.5,35.0,432.0,7.5,0.0,2.7,25.0,0.0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,11.0
"Hebert Confections, LLC",ROYAL FARMS,61.0,61.0,3.28,23.0,68.8,459.0,3.3,33.0,1.77,57.4,8.0,False,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,14.0
"Hebert Confections, LLC",HEBERT,61.0,31.0,3.23,22.6,67.7,452.0,3.2,0.0,2.32,58.1,0.0,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,15.0
Marich Confectionery Company,MARICH,134.0,40.0,2.5,27.5,60.0,475.0,2.5,0.0,2.7,45.0,25.0,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,20.0
Biscomerica Corp,SURROUNDS,227.0,28.0,3.57,25.0,67.9,429.0,7.1,0.0,3.86,50.0,0.0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,14.0
Ghirardelli Chocolate Company,GHIRARDELLI CHOCOLATE,156.0,40.0,2.5,20.0,67.5,425.0,5.0,50.0,3.6,57.5,8.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,18.0
"7-Eleven, Inc.",7 SELECT,50.0,50.0,6.0,34.0,50.0,540.0,8.0,56.0,10.0,40.0,0.0,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,14.0
Elsie Kawamoto,FAIRTRADE,100.0,50.0,8.0,40.0,36.0,540.0,10.0,80.0,10.8,28.0,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,7.0
"Big Y Foods, Inc.",BIG Y,174.09684350978966,30.0,6.67,30.0,63.3,533.0,6.7,67.0,3.6,53.3,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,8.0
American Food Products Inc,DOLLAR GENERAL,100.0,30.0,6.67,30.0,53.3,533.0,6.7,33.0,7.0,46.7,0.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,10.0
"Divine Chocolate, Inc.",DIVINE,150.0,40.0,7.5,45.0,45.0,600.0,10.0,50.0,4.5,27.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
Power-Selles Imports,BLANXART,100.0,100.0,2.0,18.0,25.0,270.0,3.0,0.0,3.6,20.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Tropical Valley Foods Sa,NEXT ORGANICS,113.0,40.0,2.5,22.5,62.5,450.0,5.0,50.0,1.8,55.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,14.0
Tropical Valley Foods Sa,NEXT BY NATURE,85.0,40.0,2.5,22.5,62.5,438.0,5.0,50.0,1.8,50.0,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,13.0
"Theo Chocolate, Inc.",THEO,85.0,42.0,4.76,35.7,52.4,476.0,7.1,48.0,3.43,31.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
Sulpice Chocolat,SULPICE CHOCOLAT,65.0,30.0,3.33,36.7,53.3,503.0,6.7,33.0,7.8,43.3,0.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,9.0
The Hershey Company,BROOKSIDE,174.09684350978966,40.0,2.5,20.0,70.0,425.0,2.5,0.0,3.6,57.5,0.0,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,28.0
The Hershey Company,BROOKSIDE,174.09684350978966,40.0,2.5,20.0,70.0,425.0,2.5,0.0,3.6,57.5,0.0,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,28.0
Joe Chocolates Company,JOE CHOCOLATES,70.0,35.0,5.71,42.9,65.7,571.0,11.4,57.0,7.71,45.7,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,9.0
"Holy Water Distillery, LLC (DBA CROSTWATER)",FAZER,114.0,30.0,10.0,36.7,46.7,533.0,10.0,33.0,10.7,30.0,0.0,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,25.0
"Hornady Security Products, Inc",PASCHA,100.0,42.0,9.52,40.5,45.2,571.0,7.1,95.0,4.29,21.4,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
Joe Chocolates Company,JOE CHOCOLATES,70.0,35.0,5.71,45.7,68.6,629.0,11.4,57.0,7.71,48.6,0.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,9.0
"Wegmans Food Markets, Inc. ",WEGMANS,340.0,28.0,7.14,42.9,46.4,571.0,0.0,0.0,0.0,32.1,18.0,True,False,False,True,True,False,True,False,False,True,True,True,False,True,True,True,False,103.0
NibMor Inc.,NIBMOR,70.0,9.899999618530273,10.1,40.4,50.5,505.0,10.1,202.0,3.64,30.3,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Price Chopper Supermarkets,PRICE CHOPPER,120.0,42.0,4.76,19.0,73.8,476.0,0.0,48.0,1.71,61.9,12.0,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,11.0
"Hebert Confections, LLC",GOOD LIVIN',61.0,31.0,6.45,29.0,61.3,484.0,3.2,65.0,3.48,41.9,0.0,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,32.0
"Hebert Confections, LLC",HEBERT,61.0,31.0,6.45,29.0,61.3,484.0,6.5,0.0,3.48,41.9,0.0,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,22.0
"Hebert Confections, LLC",HEBERT,93.0,31.0,6.45,29.0,61.3,484.0,6.5,0.0,3.48,41.9,0.0,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,23.0
"Hebert Confections, LLC",ROYAL FARMS,61.0,61.0,4.92,29.5,62.3,492.0,4.9,33.0,2.95,42.6,8.0,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,30.0
"Delhaize America, Inc.",TASTE OF INSPIRATIONS,85.0,43.0,4.65,30.2,55.8,535.0,7.0,47.0,8.37,46.5,0.0,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,22.0
"Topco Associates, Inc.",FULL CIRCLE MARKET,174.09684350978966,40.0,15.0,37.5,40.0,575.0,7.5,125.0,2.5,22.5,0.0,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,17.0
Ferrara Candy Company,FERRARA CHOCOLATE,175.0,44.0,4.55,31.8,61.4,545.0,4.5,91.0,6.14,56.8,11.0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,11.0
"Godiva Chocolatier, Inc.",GODIVA,75.0,75.0,8.0,40.0,38.7,573.0,12.0,53.0,16.8,34.7,13.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,12.0
Sweet Candy Company,SWEET'S,298.0,42.0,0.0,9.52,78.6,381.0,2.4,0.0,1.71,57.1,0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,16.0
Long Grove Confectionery Co. ,LONG GROVE CONFECTIONERY CO.,57.0,30.0,10.0,36.7,43.3,533.0,6.7,67.0,1.2,36.7,0.0,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,31.0
"Giant Eagle, Inc.",GIANT EAGLE MARKET DISTRICT,85.0,43.0,4.65,30.2,53.5,535.0,7.0,47.0,0.0,44.2,0.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,19.0
Ferrara Candy Company,BRACH'S,198.0,39.0,7.69,25.6,61.5,462.0,5.1,103.0,1.85,51.3,0.0,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,23.0
Enstrom Candies Inc.,ENSTROM,174.09684350978966,9.0,11.1,33.3,55.6,500.0,11.1,0.0,8.0,33.3,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,18.0
"Nassau Candy Distributors, Inc.",NASSAU CANDY,453.0,42.0,2.38,16.7,73.8,452.0,2.4,0.0,2.57,69.0,12.0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,22.0
"The Fresh Market, Inc.",HIMALAYAN,28.0,28.0,7.14,32.1,50.0,536.0,7.1,71.0,0.0,42.9,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,8.0
Long Grove Confectionery Co. ,LONG GROVE CONFECTIONERY CO.,57.0,30.0,3.33,16.7,56.7,400.0,0.0,67.0,2.4,40.0,33.0,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,45.0
Mars Chocolate North America LLC,DOVE,184.3,37.0,5.41,40.5,54.0,595.0,5.4,54.0,1.95,46.0,14.0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,22.0
"Sinless Vegan, LLC",SINLESS RAW,64.0,28.0,3.57,50.0,42.9,486.0,7.1,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,10.0
"Theo Chocolate, Inc.",THEO CHOCOLATE,85.0,42.0,7.14,38.1,50.0,500.0,9.5,0.0,3.43,31.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
"Hebert Confections, LLC",HEBERT,61.0,61.0,3.28,26.2,62.3,459.0,4.9,33.0,2.36,50.8,8.0,True,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,21.0
"Schnuck Markets, Inc.",CULINARIA,174.09684350978966,31.0,3.23,25.8,64.5,452.0,3.2,0.0,2.32,51.6,0.0,True,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,22.0
"Hebert Confections, LLC",HEBERT,92.0,30.0,3.33,33.3,60.0,500.0,6.7,67.0,2.4,46.7,0.0,True,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,21.0
"Hebert Confections, LLC",ROYAL FARMS,61.0,61.0,3.28,24.6,63.9,443.0,4.9,33.0,2.36,52.5,8.0,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,20.0
"Dillon Companies, Inc.",PRIVATE SELECTION,108.0,27.0,3.7,37.0,55.6,444.0,7.4,37.0,11.1,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Joe Chocolates Company,JOE CHOCOLATES,70.0,35.0,5.71,48.6,77.1,686.0,11.4,57.0,7.71,60.0,14.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,14.0
"Vosges, Ltd.",WILD OPHELIA,120.0,40.0,5.0,30.0,55.0,475.0,5.0,50.0,6.75,45.0,38.0,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,14.0
Global Group Enterprise,EYE LUV U,15.0,15.0,6.67,40.0,53.3,600.0,13.3,0.0,0.0,20.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,23.0
"Tops Markets, LLC",TOPS,85.0,43.0,4.65,32.6,48.8,535.0,7.0,47.0,0.0,44.2,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,8.0
Global Group Enterprise,EYE LUV U,15.0,15.0,6.67,40.0,53.3,600.0,13.3,0.0,0.0,20.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,23.0
Abs Resources Inc.,SALAZON,78.0,39.0,7.69,41.0,43.6,518.0,10.3,77.0,4.15,25.6,0.0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,8.0
The Endangered Species Chocolate Co,ENDANGERED SPECIES CHOCOLATE,85.0,43.0,9.3,41.9,46.5,581.0,11.6,93.0,3.35,25.6,0.0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,8.0
"Jerry's Nut House, Inc.",MARCZYK FINE FOODS,340.0,40.0,2.5,25.0,60.0,425.0,2.5,50.0,1.8,45.0,25.0,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,18.0
"Wegmans Food Markets, Inc. ",WEGMANS,227.0,42.0,0.0,26.2,61.9,452.0,4.8,48.0,3.43,52.4,12.0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,24.0
"Abdallah, Inc.",ABDALLAH,42.0,43.0,4.65,14.0,67.4,419.0,2.3,105.0,2.33,41.9,23.0,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,18.0
Morley Candy Makers Inc.,SANDERS,43.0,43.0,2.33,18.6,51.2,349.0,2.3,47.0,2.51,30.2,23.0,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,17.0
Esther Price Candies Corp.,ESTHER PRICE,369.0,31.0,6.45,29.0,61.3,516.0,6.5,65.0,2.32,54.8,32.0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,16.0
"Alaska Smokehouse, Inc.",THE FAMOUS PACIFIC DESSERT COMPANY,142.0,31.0,0.0,16.1,77.4,419.0,0.0,0.0,0.0,74.2,32.0,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,20.0
Lunds Inc,LUNDS & BYERLYS,454.0,23.0,4.35,19.6,65.2,435.0,4.3,87.0,0.0,43.5,22.0,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,19.0
"Sinless Vegan, LLC",SINLESS RAW,64.0,28.0,3.57,50.0,42.9,486.0,7.1,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,10.0
Lunds Inc,LUNDS & BYERLYS,612.0,17.0,5.88,14.7,64.7,353.0,0.0,118.0,0.0,41.2,29.0,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,21.0
"Hebert Confections, LLC",ROYAL FARMS,61.0,61.0,4.92,32.8,59.0,508.0,4.9,33.0,2.95,45.9,8.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,10.0
"Hebert Confections, LLC",HEBERT,174.09684350978966,31.0,3.23,32.3,54.8,452.0,6.5,0.0,2.32,41.9,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,10.0
Chocolate Chocolate Chocolate Company,BISSINGER'S,85.0,30.0,6.67,30.0,43.3,500.0,3.3,7.0,0.0,36.7,0.0,True,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,20.0
Sulpice Chocolat,SULPICE CHOCOLAT,65.0,30.0,3.33,36.7,53.3,503.0,6.7,33.0,7.8,43.3,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,9.0
Chocolate Chocolate Chocolate Company,BISSINGER'S,85.0,30.0,6.67,40.0,33.3,567.0,6.7,10.0,3.33,20.0,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,12.0
"Scharffen Berger Chocolate Maker, Inc.",SCHARFFEN BERGER,275.0,55.0,14.6,54.6,25.4,509.0,16.4,36.0,6.55,1.82,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
"Fannie May Confections, Inc.",FANNIE MAY,525.0,30.0,6.67,23.3,66.7,500.0,3.3,80.0,3.33,46.7,0.0,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,64.0
"Ussac International, Inc.",BACI,57.0,57.0,7.02,38.6,47.4,579.0,5.3,70.0,1.26,42.1,9.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,8.0
Champlain Chocolate Company,LAKE CHAMPLAIN CHOCOLATES,136.0,34.0,5.88,38.2,52.9,559.0,5.9,32.0,11.8,41.2,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
